epaid,sample_id,date,county,zipcode,probable_cases,vaccine_equity,pop_fully_vaccinated,pop_part_vaccinated,population_served,sample_matrix,pcr_type,pcr_target_avg_conc
CA0110604,DWRL_OCSD_0604,2022-05-03,Orange,92708,484,3,0.777255,0.050287,1800000,raw wastewater,ddpcr,4513
CA0110604,DWRL_OCSD_0601,2022-05-03,Orange,92708,484,3,0.777255,0.050287,1800000,raw wastewater,ddpcr,89495
CA0110604,DWRL_OCSD_0624,2022-05-03,Orange,92708,484,3,0.777255,0.050287,1800000,raw wastewater,ddpcr,121650
CA0110604,DWRL_OCSD_0604,2022-05-03,Orange,92708,484,3,0.777255,0.050287,1800000,raw wastewater,ddpcr,134859
CA0077682,SAC901281,2022-05-03,Sacramento,95758,215,3,0.742991,0.039583,1480000,primary sludge,ddpcr,81780
CA0077682,SAC901310,2022-05-03,Sacramento,95758,215,3,0.742991,0.039583,1480000,primary sludge,ddpcr,96253
CA0077682,SAC901359,2022-05-03,Sacramento,95758,215,3,0.742991,0.039583,1480000,primary sludge,ddpcr,108526
CA0077682,SAC901314,2022-05-03,Sacramento,95758,215,3,0.742991,0.039583,1480000,primary sludge,ddpcr,124252
CA0077682,SAC901218,2022-05-03,Sacramento,95758,215,3,0.742991,0.039583,1480000,primary sludge,ddpcr,148004
CA0077682,SAC901299,2022-05-03,Sacramento,95758,215,3,0.742991,0.039583,1480000,primary sludge,ddpcr,161921
CA0077682,SAC901406,2022-05-03,Sacramento,95758,215,3,0.742991,0.039583,1480000,primary sludge,ddpcr,423120
CA0105392,DWRL_SBMWD_0598,2022-05-03,San Bernardino,92408,83,1,0.557022,0.06322,325000,raw wastewater,ddpcr,2621
CA0105392,DWRL_SBMWD_0623,2022-05-03,San Bernardino,92408,83,1,0.557022,0.06322,325000,raw wastewater,ddpcr,3004
CA0105392,DWRL_SBMWD_0598,2022-05-03,San Bernardino,92408,83,1,0.557022,0.06322,325000,raw wastewater,ddpcr,48378
CA0105392,DWRL_SBMWD_0623,2022-05-03,San Bernardino,92408,83,1,0.557022,0.06322,325000,raw wastewater,ddpcr,62621
CA0107409,DWRL_SDPU_0621,2022-05-03,San Diego,92106,476,4,0.699181,0.07869,2200000,raw wastewater,ddpcr,1390
CA0107409,DWRL_SDPU_0657,2022-05-03,San Diego,92106,476,4,0.699181,0.07869,2200000,raw wastewater,ddpcr,2112
CA0107409,DWRL_SDPU_0622,2022-05-03,San Diego,92106,476,4,0.699181,0.07869,2200000,raw wastewater,ddpcr,2669
CA0107409,DWRL_SDPU_0600,2022-05-03,San Diego,92106,476,4,0.699181,0.07869,2200000,raw wastewater,ddpcr,3267
CA0107409,DWRL_SDPU_0621,2022-05-03,San Diego,92106,476,4,0.699181,0.07869,2200000,raw wastewater,ddpcr,78114
CA0107409,DWRL_SDPU_0600,2022-05-03,San Diego,92106,476,4,0.699181,0.07869,2200000,raw wastewater,ddpcr,128473
CA0107409,DWRL_SDPU_0657,2022-05-03,San Diego,92106,476,4,0.699181,0.07869,2200000,raw wastewater,ddpcr,198651
CA0107409,DWRL_SDPU_0622,2022-05-03,San Diego,92106,476,4,0.699181,0.07869,2200000,raw wastewater,ddpcr,280517
CA0037664,DWRL_SF_SE_0619,2022-05-03,San Francisco,94124,181,2,0.975047,0.068202,750000,raw wastewater,ddpcr,1363
CA0037664,DWRL_SF_SE_0617,2022-05-03,San Francisco,94124,181,2,0.975047,0.068202,750000,raw wastewater,ddpcr,4601
CA0037664,DWRL_SF_SE_0595,2022-05-03,San Francisco,94124,181,2,0.975047,0.068202,750000,raw wastewater,ddpcr,5330
CA0037664,DWRL_SF_SE_0595,2022-05-03,San Francisco,94124,181,2,0.975047,0.068202,750000,raw wastewater,ddpcr,350112
CA0037664,DWRL_SF_SE_0619,2022-05-03,San Francisco,94124,181,2,0.975047,0.068202,750000,raw wastewater,ddpcr,498495
CA0037664,DWRL_SF_SE_0617,2022-05-03,San Francisco,94124,181,2,0.975047,0.068202,750000,raw wastewater,ddpcr,616797
CA0037681,DWRL_SF_Ocean_0616,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,210000,raw wastewater,ddpcr,8411
CA0037681,DWRL_SF_Ocean_0594,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,210000,raw wastewater,ddpcr,9784
CA0037681,DWRL_SF_Ocean_0618,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,210000,raw wastewater,ddpcr,14313
CA0037681,OSP700446,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,250000,primary sludge,ddpcr,82172
CA0037681,OSP700440,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,250000,primary sludge,ddpcr,122091
CA0037681,OSP700431,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,250000,primary sludge,ddpcr,160022
CA0037681,OSP700430,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,250000,primary sludge,ddpcr,209322
CA0037681,OSP700432,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,250000,primary sludge,ddpcr,235947
CA0037681,OSP700418,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,250000,primary sludge,ddpcr,288282
CA0037681,OSP700436,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,250000,primary sludge,ddpcr,302853
CA0037681,DWRL_SF_Ocean_0616,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,210000,raw wastewater,ddpcr,528961
CA0037681,DWRL_SF_Ocean_0594,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,210000,raw wastewater,ddpcr,655353
CA0037681,DWRL_SF_Ocean_0618,2022-05-03,San Francisco,94132,181,3,0.684056,0.04094,210000,raw wastewater,ddpcr,1024102
CA0038369,SVCW800475,2022-05-03,San Mateo,94065,201,4,0.877618,0.053206,199000,primary sludge,ddpcr,40579
CA0038369,SVCW800560,2022-05-03,San Mateo,94065,201,4,0.877618,0.053206,199000,primary sludge,ddpcr,138792
CA0038369,SVCW800048,2022-05-03,San Mateo,94065,201,4,0.877618,0.053206,199000,primary sludge,ddpcr,139240
CA0038369,SVCW800626,2022-05-03,San Mateo,94065,201,4,0.877618,0.053206,199000,primary sludge,ddpcr,151115
CA0038369,SVCW800516,2022-05-03,San Mateo,94065,201,4,0.877618,0.053206,199000,primary sludge,ddpcr,230402
CA0038369,SVCW800442,2022-05-03,San Mateo,94065,201,4,0.877618,0.053206,199000,primary sludge,ddpcr,232268
CA0038369,SVCW800554,2022-05-03,San Mateo,94065,201,4,0.877618,0.053206,199000,primary sludge,ddpcr,366714
CA0049964,G600575,2022-05-03,Santa Clara,95020,281,3,0.802338,0.046627,110338,raw wastewater,ddpcr,47379
CA0049964,G600573,2022-05-03,Santa Clara,95020,281,3,0.802338,0.046627,110338,raw wastewater,ddpcr,64518
CA0049964,G600569,2022-05-03,Santa Clara,95020,281,3,0.802338,0.046627,110338,raw wastewater,ddpcr,69819
CA0049964,G600570,2022-05-03,Santa Clara,95020,281,3,0.802338,0.046627,110338,raw wastewater,ddpcr,79507
CA0049964,G600571,2022-05-03,Santa Clara,95020,281,3,0.802338,0.046627,110338,raw wastewater,ddpcr,84927
CA0049964,G600574,2022-05-03,Santa Clara,95020,281,3,0.802338,0.046627,110338,raw wastewater,ddpcr,97966
CA0037834,PA101021,2022-05-03,Santa Clara,94303,281,3,0.830735,0.072693,236000,primary sludge,ddpcr,199771
CA0037834,PA101102,2022-05-03,Santa Clara,94303,281,3,0.830735,0.072693,236000,primary sludge,ddpcr,223377
CA0037834,PA101120,2022-05-03,Santa Clara,94303,281,3,0.830735,0.072693,236000,primary sludge,ddpcr,296075
CA0037834,PA101270,2022-05-03,Santa Clara,94303,281,3,0.830735,0.072693,236000,primary sludge,ddpcr,307038
CA0049964,G600572,2022-05-03,Santa Clara,95020,281,3,0.802338,0.046627,110338,raw wastewater,ddpcr,411663
CA0037834,PA101118,2022-05-03,Santa Clara,94303,281,3,0.830735,0.072693,236000,primary sludge,ddpcr,439762
CA0037834,PA101114,2022-05-03,Santa Clara,94303,281,3,0.830735,0.072693,236000,primary sludge,ddpcr,507956
CA0037834,PA101108,2022-05-03,Santa Clara,94303,281,3,0.830735,0.072693,236000,primary sludge,ddpcr,1451531
CA0037842,SJ200671,2022-05-03,Santa Clara,95134,281,4,0.829432,0.089918,1500000,primary sludge,ddpcr,128637
CA0037842,SJ200662,2022-05-03,Santa Clara,95134,281,4,0.829432,0.089918,1500000,primary sludge,ddpcr,154005
CA0037842,SJ200659,2022-05-03,Santa Clara,95134,281,4,0.829432,0.089918,1500000,primary sludge,ddpcr,158396
CA0037621,S500666,2022-05-03,Santa Clara,94089,281,4,0.888428,0.059261,153000,primary sludge,ddpcr,202125
CA0037621,S500662,2022-05-03,Santa Clara,94089,281,4,0.888428,0.059261,153000,primary sludge,ddpcr,204911
CA0037621,S500617,2022-05-03,Santa Clara,94089,281,4,0.888428,0.059261,153000,primary sludge,ddpcr,208341
CA0037842,SJ200615,2022-05-03,Santa Clara,95134,281,4,0.829432,0.089918,1500000,primary sludge,ddpcr,210998
CA0037621,S500635,2022-05-03,Santa Clara,94089,281,4,0.888428,0.059261,153000,primary sludge,ddpcr,219534
CA0037842,SJ200597,2022-05-03,Santa Clara,95134,281,4,0.829432,0.089918,1500000,primary sludge,ddpcr,260254
CA0037842,SJ200676,2022-05-03,Santa Clara,95134,281,4,0.829432,0.089918,1500000,primary sludge,ddpcr,265129
CA0037621,S500702,2022-05-03,Santa Clara,94089,281,4,0.888428,0.059261,153000,primary sludge,ddpcr,279072
CA0037842,SJ200674,2022-05-03,Santa Clara,95134,281,4,0.829432,0.089918,1500000,primary sludge,ddpcr,304755
CA0037621,S500627,2022-05-03,Santa Clara,94089,281,4,0.888428,0.059261,153000,primary sludge,ddpcr,323525
CA0037621,S500620,2022-05-03,Santa Clara,94089,281,4,0.888428,0.059261,153000,primary sludge,ddpcr,397294
CA0079219,TUR01_050222,2022-05-03,Stanislaus,95380,69,1,0.478958,0.11053,91000,raw wastewater,ddpcr,0
CA0079103,MOD01_043022,2022-05-03,Stanislaus,95351,69,1,0.53018,0.095752,230000,primary sludge,ddpcr,4100
CA0079103,MOD01_050222,2022-05-03,Stanislaus,95351,69,1,0.53018,0.095752,230000,primary sludge,ddpcr,5800
CA0079103,MOD01_050322,2022-05-03,Stanislaus,95351,69,1,0.53018,0.095752,230000,primary sludge,ddpcr,17000
CA0079103,MOD01_050122,2022-05-03,Stanislaus,95351,69,1,0.53018,0.095752,230000,primary sludge,ddpcr,19000
CA0079219,TUR01_042922,2022-05-03,Stanislaus,95380,69,1,0.478958,0.11053,91000,raw wastewater,ddpcr,21000
CA0079103,MOD042722,2022-05-03,Stanislaus,95351,69,1,0.53018,0.095752,230000,primary sludge,ddpcr,27502
CA0079219,TUR01_043022,2022-05-03,Stanislaus,95380,69,1,0.478958,0.11053,91000,raw wastewater,ddpcr,41000
CAS004002,Oxnard446780.291,2022-05-03,Ventura,93033,216,1,0.700039,0.067201,220000,raw wastewater,ddpcr,73101
CAS004002,Oxnard446840.291,2022-05-03,Ventura,93033,216,1,0.700039,0.067201,220000,raw wastewater,ddpcr,176076
5A570108001,ESP01_050222,2022-05-03,Yolo,95627,34,2,0.636507,0.064703,3272,raw wastewater,ddpcr,6300
5A570108001,ESP01_042722,2022-05-03,Yolo,95627,34,2,0.636507,0.064703,3272,raw wastewater,ddpcr,11000
5A570108001,ESP01_042922,2022-05-03,Yolo,95627,34,2,0.636507,0.064703,3272,raw wastewater,ddpcr,13000
5A570108001,ESP01_050322,2022-05-03,Yolo,95627,34,2,0.636507,0.064703,3272,raw wastewater,ddpcr,18000
5A570104001,WIN01_042922,2022-05-03,Yolo,95694,34,3,0.672415,0.05374,7285,raw wastewater,ddpcr,13000
5A570104001,WIN01_050322,2022-05-03,Yolo,95694,34,3,0.672415,0.05374,7285,raw wastewater,ddpcr,26000
CA0077950,WOD01_050222,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,59000,raw wastewater,ddpcr,49000
CA0077950,WOD01_042922,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,59000,raw wastewater,ddpcr,61000
CA0079049,D300660,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,70717,primary sludge,ddpcr,86577
CA0079049,D300659,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,70717,primary sludge,ddpcr,92517
CA0079049,D300698,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,70717,primary sludge,ddpcr,95773
CA0079049,D300682,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,70717,primary sludge,ddpcr,126944
CA0079049,D300707,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,70717,primary sludge,ddpcr,191217
CA0079049,D300666,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,70717,primary sludge,ddpcr,292593
CA0079049,D300687,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,70717,primary sludge,ddpcr,374430
CA0077950,WOD01_050322,2022-05-03,Yolo,95776,34,3,0.894567,0.072184,59000,raw wastewater,ddpcr,530000
CA0037702,DWRL_EBMUD_0628,2022-05-10,Alameda,94607,281,2,0.793461,0.061216,740000,raw wastewater,ddpcr,8121
CA0037702,DWRL_EBMUD_0649,2022-05-10,Alameda,94607,281,2,0.793461,0.061216,740000,raw wastewater,ddpcr,14482
CA0037702,DWRL_EBMUD_0667,2022-05-10,Alameda,94607,281,2,0.793461,0.061216,740000,raw wastewater,ddpcr,17680
CA0037702,DWRL_EBMUD_0628,2022-05-10,Alameda,94607,281,2,0.793461,0.061216,740000,raw wastewater,ddpcr,284118
CA0037702,DWRL_EBMUD_0667,2022-05-10,Alameda,94607,281,2,0.793461,0.061216,740000,raw wastewater,ddpcr,317919
CA0037702,DWRL_EBMUD_0649,2022-05-10,Alameda,94607,281,2,0.793461,0.061216,740000,raw wastewater,ddpcr,487197
CA0037648,DWRL_CCCSD_0669,2022-05-10,Contra Costa,94553,310,4,0.794412,0.035975,487300,raw wastewater,ddpcr,8305
CA0037648,DWRL_CCCSD_0668,2022-05-10,Contra Costa,94553,310,4,0.794412,0.035975,487300,raw wastewater,ddpcr,15799
CA0037648,DWRL_CCCSD_0648,2022-05-10,Contra Costa,94553,310,4,0.794412,0.035975,487300,raw wastewater,ddpcr,20900
CA0037648,DWRL_CCCSD_0669,2022-05-10,Contra Costa,94553,310,4,0.794412,0.035975,487300,raw wastewater,ddpcr,422738
CA0037648,DWRL_CCCSD_0668,2022-05-10,Contra Costa,94553,310,4,0.794412,0.035975,487300,raw wastewater,ddpcr,437656
CA0037648,DWRL_CCCSD_0648,2022-05-10,Contra Costa,94553,310,4,0.794412,0.035975,487300,raw wastewater,ddpcr,599225
5D100105001,DWRL_FRSN_0681,2022-05-10,Fresno,93706,114,1,0.541837,0.066698,650000,raw wastewater,ddpcr,0
5D100105001,DWRL_FRSN_0693,2022-05-10,Fresno,93706,114,1,0.541837,0.066698,650000,raw wastewater,ddpcr,3774
5D100105001,DWRL_FRSN_0683,2022-05-10,Fresno,93706,114,1,0.541837,0.066698,650000,raw wastewater,ddpcr,3993
5D100105001,DWRL_FRSN_0693,2022-05-10,Fresno,93706,114,1,0.541837,0.066698,650000,raw wastewater,ddpcr,129026
5D100105001,DWRL_FRSN_0681,2022-05-10,Fresno,93706,114,1,0.541837,0.066698,650000,raw wastewater,ddpcr,138258
5D100105001,DWRL_FRSN_0683,2022-05-10,Fresno,93706,114,1,0.541837,0.066698,650000,raw wastewater,ddpcr,168398
CA7000009,DWRL_CALEXICO_0654,2022-05-10,Imperial,92231,56,1,1,0.952875,40000,raw wastewater,ddpcr,1271
CA7000009,DWRL_CALEXICO_0663,2022-05-10,Imperial,92231,56,1,1,0.952875,40000,raw wastewater,ddpcr,3173
CA7000009,DWRL_CALEXICO_0680,2022-05-10,Imperial,92231,56,1,1,0.952875,40000,raw wastewater,ddpcr,4823
CA7000009,DWRL_CALEXICO_0654,2022-05-10,Imperial,92231,56,1,1,0.952875,40000,raw wastewater,ddpcr,23679
CA7000009,DWRL_CALEXICO_0663,2022-05-10,Imperial,92231,56,1,1,0.952875,40000,raw wastewater,ddpcr,106186
CA7000009,DWRL_CALEXICO_0680,2022-05-10,Imperial,92231,56,1,1,0.952875,40000,raw wastewater,ddpcr,136189
5D150100001,DWRL_BKERSFLD_P2_0652,2022-05-10,Kern,93307,258,1,0.54177,0.064515,168750,raw wastewater,ddpcr,2686
5D150100001,DWRL_BKERSFLD_P2_0694,2022-05-10,Kern,93307,258,1,0.54177,0.064515,168750,raw wastewater,ddpcr,5526
5D150100001,DWRL_BKERSFLD_P2_0630,2022-05-10,Kern,93307,258,1,0.54177,0.064515,168750,raw wastewater,ddpcr,13205
5D150100001,DWRL_BKERSFLD_P2_0630,2022-05-10,Kern,93307,258,1,0.54177,0.064515,168750,raw wastewater,ddpcr,37669
5D150100001,DWRL_BKERSFLD_P2_0652,2022-05-10,Kern,93307,258,1,0.54177,0.064515,168750,raw wastewater,ddpcr,46718
5D150100001,DWRL_BKERSFLD_P2_0694,2022-05-10,Kern,93307,258,1,0.54177,0.064515,168750,raw wastewater,ddpcr,72695
5A170102002,DWRL_LakeCtySE_0682,2022-05-10,Lake,95422,2,1,0.472668,0.074286,13200,raw wastewater,ddpcr,3468
5A170102002,DWRL_LakeCtySE_0659,2022-05-10,Lake,95422,2,1,0.472668,0.074286,13200,raw wastewater,ddpcr,4790
5A170102002,DWRL_LakeCtySE_0655,2022-05-10,Lake,95422,2,1,0.472668,0.074286,13200,raw wastewater,ddpcr,6570
5A170102002,DWRL_LakeCtySE_0659,2022-05-10,Lake,95422,2,1,0.472668,0.074286,13200,raw wastewater,ddpcr,42390
5A170102002,DWRL_LakeCtySE_0655,2022-05-10,Lake,95422,2,1,0.472668,0.074286,13200,raw wastewater,ddpcr,117045
5A170102002,DWRL_LakeCtySE_0682,2022-05-10,Lake,95422,2,1,0.472668,0.074286,13200,raw wastewater,ddpcr,193611
CA0053813,DWRL_LACSD_0685,2022-05-10,Los Angeles,90745,1502,3,0.811716,0.061093,3500000,raw wastewater,ddpcr,0
CA0053813,DWRL_LACSD_0661,2022-05-10,Los Angeles,90745,1502,3,0.811716,0.061093,3500000,raw wastewater,ddpcr,1488
CA0053813,DWRL_LACSD_0650,2022-05-10,Los Angeles,90745,1502,3,0.811716,0.061093,3500000,raw wastewater,ddpcr,2835
CA0053813,DWRL_LACSD_0685,2022-05-10,Los Angeles,90745,1502,3,0.811716,0.061093,3500000,raw wastewater,ddpcr,27218
CA0053813,DWRL_LACSD_0650,2022-05-10,Los Angeles,90745,1502,3,0.811716,0.061093,3500000,raw wastewater,ddpcr,39240
CA0053813,DWRL_LACSD_0661,2022-05-10,Los Angeles,90745,1502,3,0.811716,0.061093,3500000,raw wastewater,ddpcr,46729
CA0109991,DWRL_LASAN_0664,2022-05-10,Los Angeles,90293,1502,4,0.733894,0.062304,4000000,raw wastewater,ddpcr,5322
CA0109991,DWRL_LASAN_0686,2022-05-10,Los Angeles,90293,1502,4,0.733894,0.062304,4000000,raw wastewater,ddpcr,6001
CA0109991,DWRL_LASAN_0653,2022-05-10,Los Angeles,90293,1502,4,0.733894,0.062304,4000000,raw wastewater,ddpcr,13189
CA0109991,DWRL_LASAN_0653,2022-05-10,Los Angeles,90293,1502,4,0.733894,0.062304,4000000,raw wastewater,ddpcr,188592
CA0109991,DWRL_LASAN_0686,2022-05-10,Los Angeles,90293,1502,4,0.733894,0.062304,4000000,raw wastewater,ddpcr,207879
CA0109991,DWRL_LASAN_0664,2022-05-10,Los Angeles,90293,1502,4,0.733894,0.062304,4000000,raw wastewater,ddpcr,216240
CA0079219,MER01_050622,2022-05-10,Merced,95341,88,1,0.518827,0.089151,91000,primary sludge,ddpcr,8100
5C240107001,LOB01_050522,2022-05-10,Merced,93635,88,1,0.737154,0.086911,42000,post grit removal,ddpcr,8300
5C240107001,LOB01_050622,2022-05-10,Merced,93635,88,1,0.737154,0.086911,42000,post grit removal,ddpcr,9700
CA0079219,MER01_050522,2022-05-10,Merced,95341,88,1,0.518827,0.089151,91000,primary sludge,ddpcr,13000
CA0079219,MER01_050722,2022-05-10,Merced,95341,88,1,0.518827,0.089151,91000,primary sludge,ddpcr,15000
CA0079219,MER01_051022,2022-05-10,Merced,95341,88,1,0.518827,0.089151,91000,primary sludge,ddpcr,28000
5C240107001,LOB01_051022,2022-05-10,Merced,93635,88,1,0.737154,0.086911,42000,post grit removal,ddpcr,40000
CA0079219,MER01_050422,2022-05-10,Merced,95341,88,1,0.518827,0.089151,91000,primary sludge,ddpcr,43000
CA0079219,MER01_050922,2022-05-10,Merced,95341,88,1,0.518827,0.089151,91000,primary sludge,ddpcr,44000
5C240107001,LOB01_050922,2022-05-10,Merced,93635,88,1,0.737154,0.086911,42000,post grit removal,ddpcr,190000
CA0110604,DWRL_OCSD_0662,2022-05-10,Orange,92708,515,3,0.77815,0.049971,1800000,raw wastewater,ddpcr,4113
CA0110604,DWRL_OCSD_0670,2022-05-10,Orange,92708,515,3,0.77815,0.049971,1800000,raw wastewater,ddpcr,4601
CA0110604,DWRL_OCSD_0651,2022-05-10,Orange,92708,515,3,0.77815,0.049971,1800000,raw wastewater,ddpcr,4689
CA0110604,DWRL_OCSD_0662,2022-05-10,Orange,92708,515,3,0.77815,0.049971,1800000,raw wastewater,ddpcr,160096
CA0110604,DWRL_OCSD_0651,2022-05-10,Orange,92708,515,3,0.77815,0.049971,1800000,raw wastewater,ddpcr,211392
CA0110604,DWRL_OCSD_0670,2022-05-10,Orange,92708,515,3,0.77815,0.049971,1800000,raw wastewater,ddpcr,236382
CA0077682,SAC901367,2022-05-10,Sacramento,95758,318,3,0.743462,0.03972,1480000,primary sludge,ddpcr,111577
CA0077682,SAC901437,2022-05-10,Sacramento,95758,318,3,0.743462,0.03972,1480000,primary sludge,ddpcr,133493
CA0077682,SAC901391,2022-05-10,Sacramento,95758,318,3,0.743462,0.03972,1480000,primary sludge,ddpcr,153302
CA0077682,SAC901404,2022-05-10,Sacramento,95758,318,3,0.743462,0.03972,1480000,primary sludge,ddpcr,202621
CA0077682,SAC901442,2022-05-10,Sacramento,95758,318,3,0.743462,0.03972,1480000,primary sludge,ddpcr,244624
CA0077682,SAC901343,2022-05-10,Sacramento,95758,318,3,0.743462,0.03972,1480000,primary sludge,ddpcr,267931
CA0077682,SAC901261,2022-05-10,Sacramento,95758,318,3,0.743462,0.03972,1480000,primary sludge,ddpcr,353668
CA0105392,DWRL_SBMWD_0684,2022-05-10,San Bernardino,92408,97,1,0.557902,0.06388,325000,raw wastewater,ddpcr,0
CA0105392,DWRL_SBMWD_0660,2022-05-10,San Bernardino,92408,97,1,0.557902,0.06388,325000,raw wastewater,ddpcr,3283
CA0105392,DWRL_SBMWD_0656,2022-05-10,San Bernardino,92408,97,1,0.557902,0.06388,325000,raw wastewater,ddpcr,5140
CA0105392,DWRL_SBMWD_0660,2022-05-10,San Bernardino,92408,97,1,0.557902,0.06388,325000,raw wastewater,ddpcr,89097
CA0105392,DWRL_SBMWD_0656,2022-05-10,San Bernardino,92408,97,1,0.557902,0.06388,325000,raw wastewater,ddpcr,92378
CA0105392,DWRL_SBMWD_0684,2022-05-10,San Bernardino,92408,97,1,0.557902,0.06388,325000,raw wastewater,ddpcr,98662
CA0107409,DWRL_SDPU_0666,2022-05-10,San Diego,92106,577,4,0.699926,0.078591,2200000,raw wastewater,ddpcr,1404
CA0107409,DWRL_SDPU_0665,2022-05-10,San Diego,92106,577,4,0.699926,0.078591,2200000,raw wastewater,ddpcr,3775
CA0107409,DWRL_SDPU_0666,2022-05-10,San Diego,92106,577,4,0.699926,0.078591,2200000,raw wastewater,ddpcr,226383
CA0107409,DWRL_SDPU_0665,2022-05-10,San Diego,92106,577,4,0.699926,0.078591,2200000,raw wastewater,ddpcr,235349
CA0037664,DWRL_SF_SE_0679,2022-05-10,San Francisco,94124,181,2,0.975886,0.068537,750000,raw wastewater,ddpcr,6220
CA0037664,DWRL_SF_SE_0647,2022-05-10,San Francisco,94124,181,2,0.975886,0.068537,750000,raw wastewater,ddpcr,9987
CA0037664,DWRL_SF_SE_0677,2022-05-10,San Francisco,94124,181,2,0.975886,0.068537,750000,raw wastewater,ddpcr,18114
CA0037664,DWRL_SF_SE_0679,2022-05-10,San Francisco,94124,181,2,0.975886,0.068537,750000,raw wastewater,ddpcr,704803
CA0037664,DWRL_SF_SE_0647,2022-05-10,San Francisco,94124,181,2,0.975886,0.068537,750000,raw wastewater,ddpcr,934170
CA0037664,DWRL_SF_SE_0677,2022-05-10,San Francisco,94124,181,2,0.975886,0.068537,750000,raw wastewater,ddpcr,1406083
CA0037681,DWRL_SF_Ocean_0678,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,210000,raw wastewater,ddpcr,12648
CA0037681,DWRL_SF_Ocean_0646,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,210000,raw wastewater,ddpcr,17764
CA0037681,DWRL_SF_Ocean_0676,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,210000,raw wastewater,ddpcr,28780
CA0037681,OSP700427,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,250000,primary sludge,ddpcr,107832
CA0037681,OSP700438,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,250000,primary sludge,ddpcr,183082
CA0037681,OSP700434,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,250000,primary sludge,ddpcr,196314
CA0037681,OSP700426,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,250000,primary sludge,ddpcr,254205
CA0037681,OSP700423,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,250000,primary sludge,ddpcr,371977
CA0037681,OSP700422,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,250000,primary sludge,ddpcr,471038
CA0037681,OSP700425,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,250000,primary sludge,ddpcr,750052
CA0037681,DWRL_SF_Ocean_0646,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,210000,raw wastewater,ddpcr,1022231
CA0037681,DWRL_SF_Ocean_0678,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,210000,raw wastewater,ddpcr,1159202
CA0037681,DWRL_SF_Ocean_0676,2022-05-10,San Francisco,94132,181,3,0.684597,0.041004,210000,raw wastewater,ddpcr,1778663
CA0038369,SVCW800555,2022-05-10,San Mateo,94065,220,4,0.8781,0.053688,199000,primary sludge,ddpcr,60690
CA0038369,SVCW800596,2022-05-10,San Mateo,94065,220,4,0.8781,0.053688,199000,primary sludge,ddpcr,195162
CA0038369,SVCW800508,2022-05-10,San Mateo,94065,220,4,0.8781,0.053688,199000,primary sludge,ddpcr,236357
CA0038369,SVCW800055,2022-05-10,San Mateo,94065,220,4,0.8781,0.053688,199000,primary sludge,ddpcr,245374
CA0038369,SVCW800035,2022-05-10,San Mateo,94065,220,4,0.8781,0.053688,199000,primary sludge,ddpcr,333183
CA0038369,SVCW800480,2022-05-10,San Mateo,94065,220,4,0.8781,0.053688,199000,primary sludge,ddpcr,464494
CA0038369,SVCW800051,2022-05-10,San Mateo,94065,220,4,0.8781,0.053688,199000,primary sludge,ddpcr,1027836
CA0049964,G600576,2022-05-10,Santa Clara,95020,346,3,0.802955,0.04672,110338,raw wastewater,ddpcr,78473
CA0049964,G600705,2022-05-10,Santa Clara,95020,346,3,0.802955,0.04672,110338,raw wastewater,ddpcr,135838
CA0049964,G600579,2022-05-10,Santa Clara,95020,346,3,0.802955,0.04672,110338,raw wastewater,ddpcr,158769
CA0037834,PA101103,2022-05-10,Santa Clara,94303,346,3,0.832062,0.072424,236000,primary sludge,ddpcr,166209
CA0037834,PA101098,2022-05-10,Santa Clara,94303,346,3,0.832062,0.072424,236000,primary sludge,ddpcr,174366
